,Location,Date,Time,Latitude,Longitude,Altitude,Month,Hour,Season,Humidity,Temp,Wind,Visibility,Pressure,Cloud,PolyPwr,power_class
0,Camp Murray,2017-12-03,1145,47.11,-122.57,84,12,11,Winter,81.71997,12.86919,5,10.0,1010.6,722,2.42769,1
1,Camp Murray,2017-12-03,1315,47.11,-122.57,84,12,13,Winter,96.64917,9.66415,0,10.0,1011.3,23,2.46273,1
2,Camp Murray,2017-12-03,1330,47.11,-122.57,84,12,13,Winter,93.61572,15.44983,5,10.0,1011.6,32,4.46836,1
3,Camp Murray,2017-12-04,1230,47.11,-122.57,84,12,12,Winter,77.21558,10.36659,5,2.0,1024.4,6,1.65364,1
4,Camp Murray,2017-12-04,1415,47.11,-122.57,84,12,14,Winter,54.80347,16.85471,3,3.0,1023.7,9,6.57939,1
5,Camp Murray,2017-12-04,1430,47.11,-122.57,84,12,14,Winter,47.10083,18.12363,0,5.0,1023.7,722,2.92027,1
6,Camp Murray,2017-12-05,1115,47.11,-122.57,84,12,11,Winter,43.55469,19.41269,0,4.0,1025.7,722,3.41284,1
7,Camp Murray,2017-12-05,1200,47.11,-122.57,84,12,12,Winter,30.56641,23.9093,5,7.0,1026.0,722,4.8202,1
8,Camp Murray,2017-12-05,1300,47.11,-122.57,84,12,13,Winter,17.90771,32.32346,5,10.0,1025.7,722,5.98127,1
9,Camp Murray,2017-12-05,1400,47.11,-122.57,84,12,14,Winter,14.4043,35.41267,6,10.0,1025.4,722,4.96121,1
10,Camp Murray,2017-12-05,1500,47.11,-122.57,84,12,15,Winter,15.72876,32.91763,6,10.0,1025.0,722,2.85006,1
11,Camp Murray,2017-12-06,1130,47.11,-122.57,84,12,11,Winter,26.18408,25.84541,3,3.0,1025.7,722,4.67733,1
12,Camp Murray,2017-12-06,1200,47.11,-122.57,84,12,12,Winter,23.71216,27.76642,0,5.0,1025.7,722,4.78501,1
13,Camp Murray,2017-12-06,1300,47.11,-122.57,84,12,13,Winter,15.93628,36.06476,0,10.0,1025.4,722,6.19272,1
14,Camp Murray,2017-12-06,1400,47.11,-122.57,84,12,14,Winter,16.70532,34.82101,3,10.0,1024.4,722,5.17233,1
15,Camp Murray,2017-12-06,1500,47.11,-122.57,84,12,15,Winter,13.39111,39.3,0,10.0,1023.7,722,3.09636,1
16,Camp Murray,2017-12-07,1200,47.11,-122.57,84,12,12,Winter,83.30078,8.3625,0,0.3,1022.0,1,1.45144,1
17,Camp Murray,2017-12-07,1245,47.11,-122.57,84,12,12,Winter,82.89795,7.17163,0,0.3,1022.0,2,2.46273,1
18,Camp Murray,2017-12-07,1300,47.11,-122.57,84,12,13,Winter,82.08618,7.72049,0,0.3,1021.7,2,1.65364,1
19,Camp Murray,2017-12-07,1400,47.11,-122.57,84,12,14,Winter,72.70508,9.70192,0,0.3,1021.3,2,1.7592,1
20,Camp Murray,2017-12-07,1430,47.11,-122.57,84,12,14,Winter,70.01953,10.35904,0,0.1,1021.3,2,1.7592,1
21,Camp Murray,2017-12-07,1500,47.11,-122.57,84,12,15,Winter,67.30347,11.60027,0,0.3,1021.0,2,1.72401,1
22,Camp Murray,2017-12-08,1200,47.11,-122.57,84,12,12,Winter,82.72705,6.49437,0,0.1,1021.7,1,1.51291,1
23,Camp Murray,2017-12-08,1300,47.11,-122.57,84,12,13,Winter,76.77002,8.42796,3,0.6,1021.3,2,1.68883,1
24,Camp Murray,2017-12-08,1315,47.11,-122.57,84,12,13,Winter,79.04053,7.13387,3,1.0,1021.0,2,1.65364,1
25,Camp Murray,2017-12-08,1345,47.11,-122.57,84,12,13,Winter,74.95117,8.36754,0,1.8,1021.0,2,1.68883,1
26,Camp Murray,2017-12-09,1200,47.11,-122.57,84,12,12,Winter,27.74658,24.48082,0,6.0,1019.3,722,4.53873,1
27,Camp Murray,2017-12-09,1300,47.11,-122.57,84,12,13,Winter,22.82715,29.63959,0,6.0,1019.0,722,4.78501,1
28,Camp Murray,2017-12-09,1400,47.11,-122.57,84,12,14,Winter,20.41016,30.38734,0,10.0,1018.3,722,4.04615,1
29,Camp Murray,2017-12-09,1500,47.11,-122.57,84,12,15,Winter,25.1709,27.69592,0,10.0,1018.0,722,1.93512,1
30,Camp Murray,2017-12-10,1200,47.11,-122.57,84,12,12,Winter,32.62329,23.24715,0,6.0,1018.6,722,3.79986,1
31,Camp Murray,2017-12-10,1300,47.11,-122.57,84,12,13,Winter,24.4873,27.09419,0,10.0,1018.0,722,4.92575,1
32,Camp Murray,2017-12-10,1400,47.11,-122.57,84,12,14,Winter,17.04102,32.89246,0,10.0,1017.3,722,5.06677,1
33,Camp Murray,2017-12-10,1500,47.11,-122.57,84,12,15,Winter,15.20386,34.12865,0,10.0,1016.6,722,2.95545,1
34,Camp Murray,2017-12-11,1200,47.11,-122.57,84,12,12,Winter,21.62476,29.62448,0,10.0,1016.6,722,4.78528,1
35,Camp Murray,2017-12-11,1300,47.11,-122.57,84,12,13,Winter,14.16626,36.05721,0,10.0,1016.6,722,6.15754,1
36,Camp Murray,2017-12-11,1400,47.11,-122.57,84,12,14,Winter,12.39014,34.78828,6,10.0,1016.3,722,5.03159,1
37,Camp Murray,2017-12-11,1500,47.11,-122.57,84,12,15,Winter,13.10425,32.98309,5,10.0,1017.0,722,3.06117,1
38,Camp Murray,2017-12-13,1100,47.11,-122.57,84,12,11,Winter,32.17163,21.98326,0,10.0,1019.3,722,2.56843,1
39,Camp Murray,2017-12-13,1200,47.11,-122.57,84,12,12,Winter,20.41016,29.67735,5,10.0,1018.6,722,4.96093,1
40,Camp Murray,2017-12-13,1500,47.11,-122.57,84,12,15,Winter,18.98193,31.70158,5,10.0,1017.0,722,2.9908,1
41,Camp Murray,2017-12-14,1415,47.11,-122.57,84,12,14,Winter,70.97168,11.00105,0,4.0,1014.6,3,1.82956,1
42,Camp Murray,2017-12-16,1300,47.11,-122.57,84,12,13,Winter,69.15283,12.3304,3,10.0,1015.3,110,1.82956,1
43,Camp Murray,2017-12-16,1345,47.11,-122.57,84,12,13,Winter,69.50073,12.94724,3,10.0,1015.6,24,1.89431,1
44,Camp Murray,2017-12-20,1100,47.11,-122.57,84,12,11,Winter,51.64185,20.60104,8,10.0,1010.6,722,1.44254,1
45,Camp Murray,2017-12-20,1200,47.11,-122.57,84,12,12,Winter,24.01123,26.45973,6,10.0,1011.9,722,4.60909,1
46,Camp Murray,2017-12-20,1300,47.11,-122.57,84,12,13,Winter,14.4043,27.76642,15,10.0,1012.6,722,5.98127,1
47,Camp Murray,2017-12-20,1400,47.11,-122.57,84,12,14,Winter,10.57739,30.91103,10,10.0,1013.6,722,4.89057,1
48,Camp Murray,2017-12-20,1500,47.11,-122.57,84,12,15,Winter,10.95581,29.11842,11,10.0,1014.6,722,1.86475,1
49,Camp Murray,2017-12-21,1200,47.11,-122.57,84,12,12,Winter,36.56006,18.66745,0,10.0,1019.3,722,3.62394,1
50,Camp Murray,2017-12-21,1300,47.11,-122.57,84,12,13,Winter,33.14209,17.41867,3,10.0,1018.6,722,3.83505,1
51,Camp Murray,2017-12-21,1400,47.11,-122.57,84,12,14,Winter,31.15234,19.30695,3,10.0,1017.6,722,5.77016,1
52,Camp Murray,2017-12-27,1200,47.11,-122.57,84,12,12,Winter,70.39795,7.80357,0,6.0,1014.3,170,1.40736,1
53,Camp Murray,2018-01-02,1200,47.11,-122.57,84,1,12,Winter,66.97998,9.70192,3,10.0,1016.3,722,1.61846,1
54,Camp Murray,2018-01-02,1300,47.11,-122.57,84,1,13,Winter,66.8335,9.01962,3,10.0,1015.6,160,1.65364,1
55,Camp Murray,2018-01-03,1130,47.11,-122.57,84,1,11,Winter,62.97607,10.94315,6,3.0,1010.9,5,1.44254,1
56,Camp Murray,2018-01-03,1145,47.11,-122.57,84,1,11,Winter,62.42676,11.64307,5,3.0,1010.9,6,1.65364,1
57,Camp Murray,2018-01-03,1200,47.11,-122.57,84,1,12,Winter,39.50806,22.52205,0,4.0,1010.3,20,4.60909,1
58,Camp Murray,2018-01-03,1230,47.11,-122.57,84,1,12,Winter,24.15161,28.96988,5,3.0,1010.3,15,4.89084,1
59,Camp Murray,2018-01-03,1245,47.11,-122.57,84,1,12,Winter,25.64087,27.70348,6,3.0,1010.3,722,4.88272,1
60,Camp Murray,2018-01-03,1400,47.11,-122.57,84,1,14,Winter,19.87915,30.96642,6,3.0,1009.2,722,5.06677,1
61,Camp Murray,2018-01-03,1500,47.11,-122.57,84,1,15,Winter,17.81006,32.96547,3,4.0,1008.2,722,4.18712,1
62,Camp Murray,2018-01-05,1330,47.11,-122.57,84,1,13,Winter,97.82104,11.63803,0,10.0,1005.6,3,1.61837,1
63,Camp Murray,2018-01-05,1400,47.11,-122.57,84,1,14,Winter,95.61768,12.88177,0,10.0,1005.2,130,2.63879,1
64,Camp Murray,2018-01-06,1100,47.11,-122.57,84,1,11,Winter,64.04419,17.47154,10,10.0,1013.6,70,2.39237,1
65,Camp Murray,2018-01-06,1300,47.11,-122.57,84,1,13,Winter,48.52905,18.73291,13,10.0,1014.6,60,4.78501,1
66,Camp Murray,2018-01-06,1400,47.11,-122.57,84,1,14,Winter,31.99463,24.57146,10,10.0,1014.3,50,4.01097,1
67,Camp Murray,2018-01-07,1200,47.11,-122.57,84,1,12,Winter,80.29785,11.57761,3,10.0,1008.6,60,1.61846,1
68,Camp Murray,2018-01-08,1200,47.11,-122.57,84,1,12,Winter,82.21436,11.59775,0,1.0,998.8,2,1.61266,1
69,Camp Murray,2018-01-08,1215,47.11,-122.57,84,1,12,Winter,80.05371,11.63048,0,0.0,998.5,2,1.72401,1
70,Camp Murray,2018-01-08,1300,47.11,-122.57,84,1,13,Winter,77.68555,12.22214,0,4.0,997.8,2,1.72401,1
71,Camp Murray,2018-01-08,1315,47.11,-122.57,84,1,13,Winter,77.78931,12.23221,0,10.0,997.2,3,0.48681,1
72,Camp Murray,2018-01-08,1500,47.11,-122.57,84,1,15,Winter,68.46313,15.44228,0,10.0,995.5,70,0.32484,1
73,Camp Murray,2018-01-09,1100,47.11,-122.57,84,1,11,Winter,85.84595,12.32285,9,10.0,992.8,722,1.40728,1
74,Camp Murray,2018-01-09,1200,47.11,-122.57,84,1,12,Winter,40.22827,25.23865,9,10.0,993.1,722,5.80535,1
75,Camp Murray,2018-01-09,1230,47.11,-122.57,84,1,12,Winter,48.49243,19.41269,10,10.0,993.1,16,2.81471,1
76,Camp Murray,2018-01-09,1300,47.11,-122.57,84,1,13,Winter,63.0249,14.8909,9,10.0,993.5,14,2.70916,1
77,Camp Murray,2018-01-09,1500,47.11,-122.57,84,1,15,Winter,62.21924,14.20609,9,10.0,993.8,25,3.90542,1
78,Camp Murray,2018-01-10,1400,47.11,-122.57,84,1,14,Winter,86.96899,9.12033,9,10.0,1005.6,36,1.61846,1
79,Camp Murray,2018-01-10,1415,47.11,-122.57,84,1,14,Winter,87.03613,9.75983,6,10.0,1005.6,29,1.68883,1
80,Camp Murray,2018-01-13,1145,47.11,-122.57,84,1,11,Winter,36.65161,29.07059,0,10.0,1019.0,70,4.08157,1
81,Camp Murray,2018-01-13,1200,47.11,-122.57,84,1,12,Winter,32.91626,30.9639,0,10.0,1019.0,70,3.06117,1
82,Camp Murray,2018-01-13,1300,47.11,-122.57,84,1,13,Winter,20.57495,39.43344,5,10.0,1018.0,50,7.20086,1
83,Camp Murray,2018-01-13,1400,47.11,-122.57,84,1,14,Winter,22.19849,36.84021,7,10.0,1017.3,200,3.27229,1
84,Camp Murray,2018-01-13,1500,47.11,-122.57,84,1,15,Winter,22.80884,36.83517,8,10.0,1016.6,200,5.13714,1
85,Camp Murray,2018-01-14,1315,47.11,-122.57,84,1,13,Winter,66.45508,15.5027,0,10.0,1009.6,7,1.93512,1
86,Camp Murray,2018-01-14,1400,47.11,-122.57,84,1,14,Winter,32.1228,27.75887,6,7.0,1009.2,8,4.08157,1
87,Camp Murray,2018-01-14,1445,47.11,-122.57,84,1,14,Winter,30.18188,29.66728,0,10.0,1008.9,170,8.30388,2
88,Camp Murray,2018-01-14,1500,47.11,-122.57,84,1,15,Winter,26.78223,31.59836,0,10.0,1008.6,20,7.14274,1
89,Camp Murray,2018-01-14,1515,47.11,-122.57,84,1,15,Winter,17.66968,38.66302,0,10.0,1008.6,722,6.29828,1
90,Camp Murray,2018-01-15,1100,47.11,-122.57,84,1,11,Winter,71.11816,12.91451,3,10.0,1005.9,722,1.61846,1
91,Camp Murray,2018-01-15,1200,47.11,-122.57,84,1,12,Winter,33.28247,28.36311,0,10.0,1004.5,722,4.85538,1
92,Camp Murray,2018-01-15,1300,47.11,-122.57,84,1,13,Winter,21.49658,35.46051,3,10.0,1002.5,722,7.17793,1
93,Camp Murray,2018-01-15,1400,47.11,-122.57,84,1,14,Winter,37.66479,26.40434,5,10.0,1000.9,722,6.26203,1
94,Camp Murray,2018-01-15,1500,47.11,-122.57,84,1,15,Winter,18.90259,37.38907,8,10.0,1000.9,722,5.31247,1
95,Camp Murray,2018-01-16,1100,47.11,-122.57,84,1,11,Winter,41.12549,23.22701,8,10.0,1011.3,722,2.67398,1
96,Camp Murray,2018-01-16,1200,47.11,-122.57,84,1,12,Winter,30.57251,28.32031,15,10.0,1012.3,722,6.15719,1
97,Camp Murray,2018-01-16,1400,47.11,-122.57,84,1,14,Winter,27.50854,27.81929,18,10.0,1011.9,722,8.29872,2
98,Camp Murray,2018-01-16,1430,47.11,-122.57,84,1,14,Winter,21.71021,30.97145,14,10.0,1012.3,722,6.43902,1
99,Camp Murray,2018-01-16,1500,47.11,-122.57,84,1,15,Winter,24.57275,29.11339,14,10.0,1012.3,722,7.17793,1
100,Camp Murray,2018-01-18,1100,47.11,-122.57,84,1,11,Winter,89.31274,12.30019,7,10.0,999.2,722,1.61846,1
101,Camp Murray,2018-01-18,1400,47.11,-122.57,84,1,14,Winter,66.79077,11.71356,8,10.0,997.5,60,1.7592,1
102,Camp Murray,2018-01-19,1100,47.11,-122.57,84,1,11,Winter,65.60669,11.58012,13,10.0,1001.5,70,2.46287,1
103,Camp Murray,2018-01-19,1215,47.11,-122.57,84,1,12,Winter,70.23926,11.01112,13,10.0,1001.9,39,2.56843,1
104,Camp Murray,2018-01-19,1300,47.11,-122.57,84,1,13,Winter,58.88672,12.89688,16,10.0,1001.5,47,2.78998,1
105,Camp Murray,2018-01-20,1230,47.11,-122.57,84,1,12,Winter,92.3584,8.47076,6,10.0,1006.9,35,2.56843,1
106,Camp Murray,2018-01-20,1300,47.11,-122.57,84,1,13,Winter,86.70044,11.06651,11,10.0,1006.6,35,3.83505,1
107,Camp Murray,2018-01-20,1345,47.11,-122.57,84,1,13,Winter,81.71387,12.24228,11,10.0,1006.2,43,4.60909,1
108,Camp Murray,2018-01-20,1400,47.11,-122.57,84,1,14,Winter,77.80151,12.30019,9,10.0,1006.2,45,4.71465,1
109,Camp Murray,2018-01-20,1445,47.11,-122.57,84,1,14,Winter,72.83936,11.67328,9,10.0,1006.2,23,2.74435,1
110,Camp Murray,2018-01-20,1500,47.11,-122.57,84,1,15,Winter,68.81714,12.29012,13,10.0,1005.9,60,1.89993,1
111,Camp Murray,2018-01-21,1330,47.11,-122.57,84,1,13,Winter,87.98828,8.99948,15,10.0,999.8,722,1.548,1
112,Camp Murray,2018-01-21,1400,47.11,-122.57,84,1,14,Winter,84.76562,11.67328,14,10.0,999.8,35,4.53873,1
113,Camp Murray,2018-01-21,1500,47.11,-122.57,84,1,15,Winter,57.25098,13.59932,15,10.0,999.8,722,3.70737,1
114,Camp Murray,2018-01-22,1215,47.11,-122.57,84,1,12,Winter,84.79004,11.60027,9,10.0,1013.9,722,2.46287,1
115,Camp Murray,2018-01-22,1300,47.11,-122.57,84,1,13,Winter,81.32935,10.37415,11,10.0,1014.3,722,1.68883,1
116,Camp Murray,2018-01-22,1315,47.11,-122.57,84,1,13,Winter,80.85938,10.9935,11,10.0,1014.3,95,3.7295,1
117,Camp Murray,2018-01-22,1330,47.11,-122.57,84,1,13,Winter,77.47192,11.68083,8,10.0,1014.3,42,1.72401,1
118,Camp Murray,2018-01-22,1345,47.11,-122.57,84,1,13,Winter,76.57471,11.67328,11,10.0,1014.6,722,3.7295,1
119,Camp Murray,2018-01-22,1400,47.11,-122.57,84,1,14,Winter,78.07617,11.60027,13,10.0,1014.6,722,1.68883,1
120,Camp Murray,2018-01-22,1545,47.11,-122.57,84,1,15,Winter,92.14478,10.32631,6,10.0,1014.6,43,1.54809,1
121,Camp Murray,2018-01-25,1445,47.11,-122.57,84,1,14,Winter,48.24829,21.28082,13,10.0,996.5,722,7.98675,1
122,Camp Murray,2018-01-25,1500,47.11,-122.57,84,1,15,Winter,36.2915,23.21693,11,10.0,996.5,722,5.84053,1
123,Camp Murray,2018-01-26,1230,47.11,-122.57,84,1,12,Winter,92.56592,7.81616,10,4.0,1009.6,12,1.51291,1
124,Camp Murray,2018-01-26,1300,47.11,-122.57,84,1,13,Winter,93.09692,8.98438,11,5.0,1009.2,11,2.53324,1
125,Camp Murray,2018-01-26,1330,47.11,-122.57,84,1,13,Winter,91.24756,7.85141,11,5.0,1009.6,21,1.548,1
126,Camp Murray,2018-01-26,1500,47.11,-122.57,84,1,15,Winter,88.40332,9.09515,9,5.0,1009.2,11,0.4602,1
127,Camp Murray,2018-01-27,1245,47.11,-122.57,84,1,12,Winter,62.07275,15.56061,22,10.0,1006.2,21,2.46287,1
128,Camp Murray,2018-01-27,1300,47.11,-122.57,84,1,13,Winter,54.83398,18.00781,22,10.0,1006.9,21,5.9109,1
129,Camp Murray,2018-01-27,1315,47.11,-122.57,84,1,13,Winter,53.02124,16.85471,23,10.0,1007.2,26,2.77953,1
130,Camp Murray,2018-01-27,1500,47.11,-122.57,84,1,15,Winter,66.59546,14.25644,13,10.0,1010.6,37,4.64428,1
131,Camp Murray,2018-01-28,1400,47.11,-122.57,84,1,14,Winter,65.88745,18.79082,10,10.0,1015.3,150,4.01097,1
132,Camp Murray,2018-01-30,1100,47.11,-122.57,84,1,11,Winter,71.0022,15.48004,10,10.0,1009.9,722,3.51819,1
133,Camp Murray,2018-01-30,1145,47.11,-122.57,84,1,11,Winter,67.57202,12.36061,10,10.0,1010.9,722,2.5331,1
134,Camp Murray,2018-01-30,1300,47.11,-122.57,84,1,13,Winter,31.37207,25.22858,11,10.0,1010.3,60,8.90153,2
135,Camp Murray,2018-01-30,1445,47.11,-122.57,84,1,14,Winter,60.68115,16.7968,8,10.0,1009.9,41,2.77953,1
136,Camp Murray,2018-01-31,1130,47.11,-122.57,84,1,11,Winter,82.39746,9.03976,6,6.0,1012.9,37,1.61837,1
137,Camp Murray,2018-01-31,1200,47.11,-122.57,84,1,12,Winter,81.71387,9.77745,7,6.0,1013.3,11,2.42755,1
138,Camp Murray,2018-01-31,1300,47.11,-122.57,84,1,13,Winter,67.67578,12.92458,6,10.0,1012.9,35,2.63879,1
139,Camp Murray,2018-02-01,1200,47.11,-122.57,84,2,12,Winter,81.64673,10.94315,6,10.0,1012.6,25,1.65364,1
140,Camp Murray,2018-02-01,1245,47.11,-122.57,84,2,12,Winter,79.55322,11.59019,6,10.0,1011.9,24,1.72401,1
141,Camp Murray,2018-02-01,1300,47.11,-122.57,84,2,13,Winter,78.79639,11.57005,5,10.0,1011.9,26,1.68883,1
142,Camp Murray,2018-02-01,1345,47.11,-122.57,84,2,13,Winter,78.01514,12.24983,5,10.0,1011.3,23,0.44579,1
143,Camp Murray,2018-02-01,1400,47.11,-122.57,84,2,14,Winter,78.17993,12.34047,3,10.0,1010.9,23,1.72401,1
144,Camp Murray,2018-02-02,1200,47.11,-122.57,84,2,12,Winter,95.45288,14.1507,18,10.0,1010.3,26,4.60909,1
145,Camp Murray,2018-02-04,1430,47.11,-122.57,84,2,14,Winter,62.96997,20.64888,16,10.0,1008.2,35,1.97041,1
146,Camp Murray,2018-02-04,1500,47.11,-122.57,84,2,15,Winter,52.39868,24.45816,13,10.0,1007.9,12,12.14571,3
147,Camp Murray,2018-02-04,1515,47.11,-122.57,84,2,15,Winter,36.53564,29.68491,15,10.0,1007.9,29,8.17266,2
148,Camp Murray,2018-02-04,1530,47.11,-122.57,84,2,15,Winter,33.75244,29.64462,17,10.0,1007.9,55,4.18712,1
149,Camp Murray,2018-02-05,1500,47.11,-122.57,84,2,15,Winter,62.16431,16.10695,14,10.0,1009.9,24,3.9406,1
150,Camp Murray,2018-02-06,1115,47.11,-122.57,84,2,11,Winter,71.16089,13.58421,6,10.0,1017.0,28,1.68883,1
151,Camp Murray,2018-02-06,1200,47.11,-122.57,84,2,12,Winter,64.74609,14.93118,7,10.0,1017.3,29,3.90542,1
152,Camp Murray,2018-02-06,1500,47.11,-122.57,84,2,15,Winter,65.03906,14.14818,9,10.0,1017.0,32,1.86475,1
153,Camp Murray,2018-02-07,1200,47.11,-122.57,84,2,12,Winter,55.37109,18.12111,9,10.0,1019.0,32,2.14622,1
154,Camp Murray,2018-02-07,1300,47.11,-122.57,84,2,13,Winter,50.8667,19.96658,6,10.0,1018.6,32,5.06677,1
155,Camp Murray,2018-02-07,1400,47.11,-122.57,84,2,14,Winter,49.823,20.60608,7,10.0,1018.0,42,3.09636,1
156,Camp Murray,2018-02-07,1500,47.11,-122.57,84,2,15,Winter,38.95874,24.58153,8,10.0,1017.0,40,4.39824,1
157,Camp Murray,2018-02-08,1300,47.11,-122.57,84,2,13,Winter,62.62207,18.06824,13,10.0,1011.9,12,6.15754,1
158,Camp Murray,2018-02-08,1400,47.11,-122.57,84,2,14,Winter,57.72095,18.76564,11,10.0,1011.6,12,4.22207,1
159,Camp Murray,2018-02-09,1200,47.11,-122.57,84,2,12,Winter,59.83276,12.32788,0,10.0,1015.0,18,3.87023,1
160,Camp Murray,2018-02-09,1300,47.11,-122.57,84,2,13,Winter,51.67236,14.84558,0,10.0,1014.6,20,2.81471,1
161,Camp Murray,2018-02-09,1400,47.11,-122.57,84,2,14,Winter,21.44165,30.37979,0,10.0,1014.3,23,14.9511,3
162,Camp Murray,2018-02-09,1415,47.11,-122.57,84,2,14,Winter,29.46167,23.81363,3,10.0,1013.9,722,3.06117,1
163,Camp Murray,2018-02-09,1500,47.11,-122.57,84,2,15,Winter,32.42798,23.19679,3,10.0,1013.6,722,9.14782,2
164,Camp Murray,2018-02-10,1100,47.11,-122.57,84,2,11,Winter,26.54419,24.48837,0,10.0,1019.3,722,3.87023,1
165,Camp Murray,2018-02-10,1200,47.11,-122.57,84,2,12,Winter,14.19067,31.02936,6,10.0,1019.7,722,10.30947,2
166,Camp Murray,2018-02-10,1300,47.11,-122.57,84,2,13,Winter,10.47363,33.57224,8,10.0,1019.0,722,9.2539,2
167,Camp Murray,2018-02-10,1400,47.11,-122.57,84,2,14,Winter,12.06665,32.22527,3,10.0,1018.3,722,8.33906,2
168,Camp Murray,2018-02-10,1500,47.11,-122.57,84,2,15,Winter,12.98828,31.60339,0,10.0,1017.6,722,10.37985,2
169,Camp Murray,2018-02-11,1100,47.11,-122.57,84,2,11,Winter,25.22583,26.40938,6,10.0,1002.9,722,8.16313,2
170,Camp Murray,2018-02-11,1200,47.11,-122.57,84,2,12,Winter,32.09839,21.38657,8,10.0,1003.2,19,11.01687,2
171,Camp Murray,2018-02-11,1215,47.11,-122.57,84,2,12,Winter,16.13159,31.55304,11,10.0,1003.5,722,10.30009,2
172,Camp Murray,2018-02-11,1300,47.11,-122.57,84,2,13,Winter,10.18066,37.35634,7,10.0,1002.9,722,12.17072,3
173,Camp Murray,2018-02-11,1400,47.11,-122.57,84,2,14,Winter,18.55469,25.86304,9,10.0,1003.2,35,6.14538,1
174,Camp Murray,2018-02-11,1500,47.11,-122.57,84,2,15,Winter,24.40796,19.33716,9,10.0,1003.2,42,3.06117,1
175,Camp Murray,2018-02-12,1100,47.11,-122.57,84,2,11,Winter,16.1499,25.1606,0,10.0,1015.3,722,6.89644,1
176,Camp Murray,2018-02-12,1200,47.11,-122.57,84,2,12,Winter,7.9895,32.21771,10,10.0,1015.6,722,10.39907,2
177,Camp Murray,2018-02-12,1300,47.11,-122.57,84,2,13,Winter,5.43823,36.11259,6,10.0,1015.3,722,11.42426,2
178,Camp Murray,2018-02-12,1400,47.11,-122.57,84,2,14,Winter,3.49121,39.40071,6,10.0,1015.3,722,11.46088,2
179,Camp Murray,2018-02-12,1500,47.11,-122.57,84,2,15,Winter,3.44849,38.77632,5,10.0,1015.0,722,10.17421,2
180,Camp Murray,2018-02-13,1200,47.11,-122.57,84,2,12,Winter,9.91821,34.12109,0,10.0,1014.6,722,10.41701,2
181,Camp Murray,2018-02-13,1300,47.11,-122.57,84,2,13,Winter,7.54395,36.14784,0,10.0,1013.3,722,16.84654,4
182,Camp Murray,2018-02-13,1400,47.11,-122.57,84,2,14,Winter,7.99561,32.28569,0,10.0,1011.9,722,11.59946,2
183,Camp Murray,2018-02-13,1500,47.11,-122.57,84,2,15,Winter,3.68652,40.70488,0,10.0,1010.9,722,11.37683,2
184,Camp Murray,2018-02-14,1200,47.11,-122.57,84,2,12,Winter,90.91187,8.46825,3,10.0,1006.6,12,1.82956,1
185,Camp Murray,2018-02-14,1215,47.11,-122.57,84,2,12,Winter,87.78687,9.68933,5,10.0,1006.6,9,2.70916,1
186,Camp Murray,2018-02-14,1315,47.11,-122.57,84,2,13,Winter,86.77979,9.69185,5,10.0,1006.9,16,1.86475,1
187,Camp Murray,2018-02-14,1415,47.11,-122.57,84,2,14,Winter,84.60083,9.09767,6,10.0,1007.6,38,1.86475,1
188,Camp Murray,2018-02-14,1445,47.11,-122.57,84,2,14,Winter,80.14526,9.70192,9,10.0,1007.6,42,1.93512,1
189,Camp Murray,2018-02-14,1500,47.11,-122.57,84,2,15,Winter,80.68848,9.72961,6,10.0,1007.6,18,1.89993,1
190,Camp Murray,2018-02-14,1515,47.11,-122.57,84,2,15,Winter,78.79639,10.39177,6,10.0,1007.9,16,2.75469,1
191,Camp Murray,2018-02-14,1530,47.11,-122.57,84,2,15,Winter,75.28076,11.06903,8,10.0,1007.9,70,2.3882,1
192,Camp Murray,2018-02-15,1115,47.11,-122.57,84,2,11,Winter,80.10254,8.42041,3,10.0,1019.7,7,0.70795,1
193,Camp Murray,2018-02-15,1130,47.11,-122.57,84,2,11,Winter,79.73022,8.41286,3,10.0,1019.7,9,1.82956,1
194,Camp Murray,2018-02-15,1200,47.11,-122.57,84,2,12,Winter,72.43652,10.93811,3,10.0,1019.7,7,4.74983,1
195,Camp Murray,2018-02-15,1230,47.11,-122.57,84,2,12,Winter,57.48901,14.22623,5,10.0,1019.7,9,4.08134,1
196,Camp Murray,2018-02-15,1300,47.11,-122.57,84,2,13,Winter,62.30469,12.88681,7,10.0,1019.7,16,1.97041,1
197,Camp Murray,2018-02-15,1330,47.11,-122.57,84,2,13,Winter,46.76514,18.05817,7,10.0,1019.3,45,7.002,1
198,Camp Murray,2018-02-15,1430,47.11,-122.57,84,2,14,Winter,90.36865,11.01868,7,10.0,1019.3,22,5.87572,1
199,Camp Murray,2018-02-15,1445,47.11,-122.57,84,2,14,Winter,85.49194,14.23882,0,10.0,1019.0,65,5.9109,1
200,Camp Murray,2018-02-15,1500,47.11,-122.57,84,2,15,Winter,83.83789,12.2448,3,10.0,1018.6,120,2.07585,1
201,Camp Murray,2018-02-16,1200,47.11,-122.57,84,2,12,Winter,96.85059,7.71042,13,9.1,1012.9,11,1.65364,1
202,Camp Murray,2018-02-16,1230,47.11,-122.57,84,2,12,Winter,96.11816,7.82372,14,10.0,1012.6,15,2.60361,1
203,Camp Murray,2018-02-16,1245,47.11,-122.57,84,2,12,Winter,95.88623,8.46069,14,10.0,1012.6,30,3.79986,1
204,Camp Murray,2018-02-16,1300,47.11,-122.57,84,2,13,Winter,94.43359,9.08257,15,10.0,1011.9,722,5.84896,1
